,Class Nbr,Tot Enrl,Start Date,End Date,Mtg Start,Mtg End,Mon,Tues,Wed,Thu,Fri,Sat,Sun,Building,Location
2955,32661,9,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,DDH,BKSFLD
2956,32662,14,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,M,,,,,,,HUM,BKSFLD
2957,32663,6,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,DDH,BKSFLD
2958,32664,16,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,DDH,BKSFLD
2959,32665,35,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,HUM,BKSFLD
2960,32666,34,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,HUM,BKSFLD
2961,33326,27,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,HUM,BKSFLD
2964,32669,33,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,DDH,BKSFLD
2966,32671,10,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,DDH,BKSFLD
2967,32756,11,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,HUM,BKSFLD
2968,32760,9,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,HUM,BKSFLD
2973,32676,7,1/23/2023,5/19/2023,11:00:00 AM,11:50:00 AM,M,,W,,,,,EDUC,BKSFLD
2975,32674,4,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,DDH,BKSFLD
2976,32675,5,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,DDH,BKSFLD
2977,33165,4,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,DDH,BKSFLD
2980,32679,9,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,,,R,,,,DDH,BKSFLD
2982,33228,4,1/23/2023,3/19/2023, 6:30:00 PM, 9:00:00 PM,,T,,R,,,,DDH,EBKS
2983,33301,4,1/23/2023,3/19/2023, 6:00:00 PM, 9:30:00 PM,,,W,,,,,SCI III,EBKS
2984,33230,5,3/20/2023,5/19/2023, 6:30:00 PM, 9:00:00 PM,,T,,R,,,,DDH,EBKS
2985,33302,5,3/20/2023,5/19/2023, 6:00:00 PM, 9:30:00 PM,,,W,,,,,SCI III,EBKS
2986,33231,3,1/23/2023,5/19/2023, 6:30:00 PM, 9:00:00 PM,,T,,R,,,,DDH,EBKS
2987,33303,3,1/23/2023,5/19/2023, 6:00:00 PM, 9:30:00 PM,,,W,,,,,SCI III,EBKS
2988,33000,3,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,T,,,,,,RNEC,BKSFLD
2989,32996,50,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,,,,BDC,BKSFLD
2990,32997,20,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,M,,,,,,,WSL,BKSFLD
2991,32998,19,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,,W,,,,,WSL,BKSFLD
2992,32999,11,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,,,,F,,,WSL,BKSFLD
2995,33001,1,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,T,,,,,,RNEC,BKSFLD
2996,33002,4,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,DDH,BKSFLD
2997,33003,3,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,M,,,,,,,EC II,BKSFLD
2998,33004,1,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,,,W,,,,,EC II,BKSFLD
2999,33005,30,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,M,,W,,,,,SCI II,BKSFLD
3000,33006,17,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,T,,,,,,SCI II,BKSFLD
3001,33007,13,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,T,,,,,,SCI II,BKSFLD
3002,33008,24,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,SCI III,BKSFLD
3003,33009,11,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,M,,,,,,,SCI II,BKSFLD
3004,33010,13,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,,W,,,,,SCI II,BKSFLD
3006,33012,22,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,DDH,BKSFLD
3007,33013,10,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,M,,,,,,,SCI II,BKSFLD
3008,33015,12,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,,W,,,,,SCI II,BKSFLD
3012,33017,46,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,DDH,BKSFLD
3013,33018,14,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,,,W,,,,,SCI II,BKSFLD
3014,33019,17,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,,,R,,,,SCI II,BKSFLD
3015,33020,15,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,M,,,,,,,SCI II,BKSFLD
3017,33022,14,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,RNEC,BKSFLD
3018,33023,6,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,M,,,,,,,SCI II,BKSFLD
3019,33024,8,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,,W,,,,,SCI II,BKSFLD
3020,33025,14,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,DDH,BKSFLD
3021,33026,14,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,T,,,,,,SCI II,BKSFLD
3025,33028,5,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,BDC,BKSFLD
3026,33029,5,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,,,,F,,,SCI II,BKSFLD
3028,33031,4,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,,,,EDUC,BKSFLD
3029,33032,4,1/23/2023,5/19/2023, 7:00:00 PM, 9:30:00 PM,,T,,,,,,EC II,BKSFLD
3030,33033,5,1/23/2023,5/19/2023, 5:55:00 PM, 6:45:00 PM,,T,,R,,,,SCI II,BKSFLD
3031,33034,3,1/23/2023,5/19/2023, 6:00:00 PM, 7:40:00 PM,M,,,,,,,RNEC,BKSFLD
3032,33035,3,1/23/2023,5/19/2023, 6:00:00 PM, 7:40:00 PM,,,W,,,,,SCI III,BKSFLD
3034,33037,7,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,,T,,,,,,DDH,BKSFLD
3037,33038,2,1/23/2023,5/19/2023, 8:30:00 AM, 9:20:00 AM,,,,,F,,,DDH,BKSFLD
3043,32225,35,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,HUM,BKSFLD
3044,32227,33,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,,T,,,,,,HUM,BKSFLD
3045,32228,24,1/23/2023,5/19/2023, 2:30:00 PM, 5:00:00 PM,,,,,F,,,EDUC,BKSFLD
3052,31967,21,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,,,W,,,,,WSL,BKSFLD
3053,31968,19,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,DDH,BKSFLD
3055,31970,34,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,M,,W,,,,,DDH,BKSFLD
3056,32075,35,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,M,,W,,,,,BDC,BKSFLD
3057,31971,21,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,DDH,BKSFLD
3058,31972,24,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,DDH,BKSFLD
3060,31973,20,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,,T,,,,,,HUM,BKSFLD
3061,31974,29,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,SCI III,BKSFLD
3065,31980,15,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,,W,,,,,SCI III,BKSFLD
3066,31981,17,1/23/2023,5/19/2023, 7:00:00 AM, 8:15:00 AM,,T,,R,,,,DDH,BKSFLD
3067,31982,5,1/23/2023,5/19/2023,10:10:00 AM,11:50:00 AM,,,,,F,,,DDH,BKSFLD
3069,31983,26,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,SCI II,BKSFLD
3070,32945,7,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,SCI II,BKSFLD
3072,31985,16,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,BDC,BKSFLD
3077,31987,15,1/23/2023,5/19/2023, 2:30:00 PM, 5:00:00 PM,,,W,,,,,SCI III,BKSFLD
3078,31076,42,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,F,,,DLC,BKSFLD
3079,31078,44,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,DDH,BKSFLD
3083,31094,15,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,DDH,BKSFLD
3084,31049,24,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,M,,,,,,,WSL,BKSFLD
3085,31050,20,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,RNEC,BKSFLD
3086,31051,20,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,,T,,,,,,SCI III,BKSFLD
3087,31062,6,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,,,,R,,,,BDC,BKSFLD
3089,31096,9,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,M,,W,,,,,DLC,BKSFLD
3090,31053,9,1/23/2023,5/19/2023, 7:00:00 PM, 9:30:00 PM,,T,,,,,,RNEC,BKSFLD
3091,31054,23,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,M,,,,,,,MUS,BKSFLD
3092,31060,19,1/23/2023,5/19/2023, 7:00:00 PM, 9:30:00 PM,,,W,,,,,BDC,BKSFLD
3093,33089,16,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,,,,R,,,,BDC,BKSFLD
3094,31055,10,1/23/2023,5/19/2023, 7:00:00 PM, 9:30:00 PM,,,W,,,,,EDUC,BKSFLD
3095,31056,6,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,M,,,,,,,BDC,BKSFLD
3096,31057,15,1/23/2023,5/19/2023, 7:00:00 PM, 9:30:00 PM,,,,R,,,,SCI III,BKSFLD
3097,31058,27,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,,T,,,,,,BDC,BKSFLD
3100,31059,14,1/23/2023,5/19/2023, 9:00:00 AM,11:30:00 AM,,,,,,S,,DLC,BKSFLD
3101,32066,50,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,F,,,EDUC,BKSFLD
3102,32067,52,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,EDUC,BKSFLD
3103,32068,84,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,DDH,BKSFLD
3106,32069,26,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,WSL,BKSFLD
3107,32070,24,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,WSL,BKSFLD
3108,32071,28,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,DDH,BKSFLD
3109,32072,6,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,RNEC,BKSFLD
3110,32073,9,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,M,,W,,,,,SCI III,BKSFLD
3111,32076,32,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,WSL,BKSFLD
3115,32082,29,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,,T,,R,,,,SCI III,BKSFLD
3123,32084,24,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,,T,,R,,,,DDH,BKSFLD
3124,32085,8,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,,T,,R,,,,DDH,BKSFLD
3125,32086,22,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,DDH,BKSFLD
3126,32087,20,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,DDH,BKSFLD
3127,32088,25,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,DDH,BKSFLD
3128,32093,12,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,DDH,BKSFLD
3134,32095,41,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,DDH,BKSFLD
3135,32096,50,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,DDH,BKSFLD
3136,32120,27,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,SCI III,BKSFLD
3137,32122,27,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,SCI III,BKSFLD
3138,32124,27,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,WSL,BKSFLD
3139,32125,25,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,,W,,,,,WSL,BKSFLD
3141,32126,30,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,,,R,,,,WSL,BKSFLD
3143,32128,20,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,F,,,EDUC,BKSFLD
3144,32129,24,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,F,,,EDUC,BKSFLD
3145,32131,20,1/23/2023,5/19/2023,11:00:00 AM,11:50:00 AM,M,,W,,F,,,EDUC,BKSFLD
3146,32134,48,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,EDUC,BKSFLD
3148,32137,54,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,DDH,BKSFLD
3150,32141,48,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,MUS,BKSFLD
3155,32160,48,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,MUS,BKSFLD
3159,32164,98,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,DDH,BKSFLD
3163,32167,50,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,EDUC,BKSFLD
3165,32194,19,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,,,,,DDH,BKSFLD
3167,32195,21,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,,,,,DDH,BKSFLD
